Bot Transcription,Recording URL
no here throne youre the one that called me so if ive been qualified for it you would know who i am,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_24.wav
into you cant tell me my name cause you called me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_25.wav
yea cause youall hit ye topics random number to called,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_26.wav
they watch my phone number,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_27.wav
let me tell you what is my phone number,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_28.wav
but what is my name,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_29.wav
then it i not qualify for something if you dont know my name ive recorded this conversation fulfil my lawyer get e contact for business and take me off theallit,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636495105.25846-in_30.wav
what system regards him,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1637006385.77330-in_1.wav
what company are y,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1637006385.77330-in_2.wav
okay so what have you got to say,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1637006385.77330-in_3.wav
you t you said that forgive now okay go on,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1637006385.77330-in_4.wav
ten love,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635962932.120107-in_0.wav
hello wight,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636395791.55620-in_0.wav
side rectum,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1635271617.10045-in_0.wav
he always undertronted at all noting overnight of a o,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635461725.72063-in_1.wav
before they have not her he or,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635461725.72063-in_3.wav
at very moment,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636492621.20817-in_1.wav
gene,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635520190.50357-in_2.wav
whats the purpose of your call,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636469910.3118-in_1.wav
how ong what do you want,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636491495.9104-in_0.wav
im sorry i cant hardly hear his,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636491495.9104-in_1.wav
i have no doubt so i dont need to talk to you thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636735193.118078-in_1.wav
are you calling me from hawaii,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634926424.24738-in_1.wav
warman let me give you a limp let give,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1634926424.24738-in_3.wav
yes how long we gone be,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635965023.130195-in_1.wav
oh well we out count that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635965023.130195-in_3.wav
home in,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635965023.130195-in_4.wav
get a breathe,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635965023.130195-in_6.wav
okay what is it,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635965023.130195-in_7.wav
i ill have a one credit card and in dear and im paying it off an i paid off every creditcard i had but won,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635965023.130195-in_8.wav
ill just wait,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635442811.2870-in_1.wav
they have ten seconds,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635442811.2870-in_2.wav
five four three two one,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635442811.2870-in_3.wav
im not interested stop calling this numbers call,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636750750.133812-in_3.wav
one moment he,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634938927.28459-in_1.wav
no because il take care of my credit,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634938927.28459-in_2.wav
i dont over ut i dont overrun i dont over pardon,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634938927.28459-in_3.wav
i dont need it i have my credit cards perfect okay,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634938927.28459-in_4.wav
i dont need anybody i have my credit card take care of by myself all the time perfectly good bye,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1634938927.28459-in_5.wav
lines mary got life,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635457531.10167-in_0.wav
h not really because my balls are itchy unless we can help with that,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635457531.10167-in_1.wav
fined of calling me call seven one five nine three two one ever nine the you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636038747.44059-in_0.wav
love thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636741259.248603-in_2.wav
you decided not to work,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635610503.156577-in_0.wav
well if i hadnt any dead id be glad to talk to you but i dont have any,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635610503.156577-in_1.wav
yes hit all e right,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636830533.193875-in_0.wav
thank to them you were working for the up top last time i talked to you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635270612.10453-in_1.wav
im washing for you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635270612.10453-in_3.wav
it ay an up exam the monday,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635270612.10453-in_4.wav
can no one to know how big your tennis her,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635270612.10453-in_5.wav
di you come to put me on word,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635270612.10453-in_13.wav
im i can barely hear the indian accent very good job so youre actually looking to built money from people than had,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI13-1635270612.10453-in_19.wav
hello to per to talk to me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI11-1636401453.36278-in_0.wav
you get prescription youre covered who you go to the doctor with a specialist for,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1635802365.28357-in_0.wav
im holding a line,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1636042124.133513-in_3.wav
well you just called me a array talk to you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1635956728.26088-in_2.wav
known im tired of you mother quakers calling me twelve times a day you punch o sons or birches to scar and bastards,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636822098.55578-in_1.wav
i do not hive credit card,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1635020393.65753-in_2.wav
oh okay okay and out  g ca ta,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI4-1635893452.38196-in_3.wav
for what program,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635203778.46027-in_1.wav
i have no credit cards i lived with my son and i have no credit cards stop calling me,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635203778.46027-in_2.wav
okay hurry up i im hung,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635203778.46027-in_5.wav
you better hurry up please,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635203778.46027-in_7.wav
h im im annoyed this is about the fifth time i told you i live with my so and i have no credit cards,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI10-1635203778.46027-in_8.wav
i ask how to take me off your calling with thank you,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI6-1636391860.63030-in_1.wav
go ahead hello,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636755811.146218-in_1.wav
yes but honey if its about any debt i don of nobody notion an i timid i dont want to body nothing only my regular bills which is my lecture waterbill and foambill go ahead,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636755811.146218-in_2.wav
no honey i ten much stairway fro mostly,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI2-1636755811.146218-in_4.wav
only be coming a then under an mobefat fell had ofaetetaake,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI1-1636063747.265596-in_0.wav
ooh oh,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1637009343.86656-in_0.wav
my fellow,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636995775.62265-in_0.wav
well  ar a get down number,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636995775.62265-in_1.wav
yea who is,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040781.55185-in_1.wav
who the dad dat e  program,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040781.55185-in_2.wav
no thanks fine,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI8-1636040781.55185-in_3.wav
a long his,http://192.168.88.254/transcription_wav/transcription_wav/transcription_csvARI7-1636150608.21362-in_0.wav
